"","fighter","attack_type","attack_name","damage_raw","description"
"2204","Simon","Final Smash","Grand Cross","3% (trapping hit), 10% (final hit)","Summons a large coffin in front of him, which traps opponents that touch it the moment it appears. If successful, Simon grabs the coffin with the Vampire Killer's chain, swings it in a wide arc and hauls it skywards, then unleashes the devastating Grand Cross technique while flexing, blasting the coffin with magical crosses and sending the victims flying. Extremely powerful, able to KO as early as 25%."
"2205","Richter","Neutral attack","","2%","Swings the Vampire Killer twice while holding it lengthwise, with his left hand holding its chain. Mashing the attack button quickly will cause Richter to rapidly spin the whip to damage opponents, with a final uppercut that sends opponents away. If not done quickly enough, Richter will cancel the first two hits, ending the attack and leaving him vulnerable. This move is Richter's fastest option up close.
If the attack button is held down instead, Richter will hold out the Vampire Killer, and it can then be manually twirled around. This attack is based on Simon's Whip Twirl from Super Castlevania IV (and was also used by Richter himself in Symphony of the Night), and it is functionally similar to Sheik's Chain in Melee and Brawl. The chain deals minor damage in this way, but can cancel very weak projectiles that collide with it. The spiked ball of the chain is its sweetspot, which deals more damage and sends opponents away."
"2206","Richter","Neutral attack","","2%","Swings the Vampire Killer twice while holding it lengthwise, with his left hand holding its chain. Mashing the attack button quickly will cause Richter to rapidly spin the whip to damage opponents, with a final uppercut that sends opponents away. If not done quickly enough, Richter will cancel the first two hits, ending the attack and leaving him vulnerable. This move is Richter's fastest option up close.
If the attack button is held down instead, Richter will hold out the Vampire Killer, and it can then be manually twirled around. This attack is based on Simon's Whip Twirl from Super Castlevania IV (and was also used by Richter himself in Symphony of the Night), and it is functionally similar to Sheik's Chain in Melee and Brawl. The chain deals minor damage in this way, but can cancel very weak projectiles that collide with it. The spiked ball of the chain is its sweetspot, which deals more damage and sends opponents away."
"2207","Richter","Neutral attack","","1.5% (spiked ball), 1% (chain)","Swings the Vampire Killer twice while holding it lengthwise, with his left hand holding its chain. Mashing the attack button quickly will cause Richter to rapidly spin the whip to damage opponents, with a final uppercut that sends opponents away. If not done quickly enough, Richter will cancel the first two hits, ending the attack and leaving him vulnerable. This move is Richter's fastest option up close.
If the attack button is held down instead, Richter will hold out the Vampire Killer, and it can then be manually twirled around. This attack is based on Simon's Whip Twirl from Super Castlevania IV (and was also used by Richter himself in Symphony of the Night), and it is functionally similar to Sheik's Chain in Melee and Brawl. The chain deals minor damage in this way, but can cancel very weak projectiles that collide with it. The spiked ball of the chain is its sweetspot, which deals more damage and sends opponents away."
"2208","Richter","Neutral attack","","0.5% (loop), 2.5% (end)","Swings the Vampire Killer twice while holding it lengthwise, with his left hand holding its chain. Mashing the attack button quickly will cause Richter to rapidly spin the whip to damage opponents, with a final uppercut that sends opponents away. If not done quickly enough, Richter will cancel the first two hits, ending the attack and leaving him vulnerable. This move is Richter's fastest option up close.
If the attack button is held down instead, Richter will hold out the Vampire Killer, and it can then be manually twirled around. This attack is based on Simon's Whip Twirl from Super Castlevania IV (and was also used by Richter himself in Symphony of the Night), and it is functionally similar to Sheik's Chain in Melee and Brawl. The chain deals minor damage in this way, but can cancel very weak projectiles that collide with it. The spiked ball of the chain is its sweetspot, which deals more damage and sends opponents away."
"2209","Richter","Forward tilt","","12% (spiked ball), 10% (chain)","The iconic whip strike from the original Castlevania. It has high range for its speed, and low ending lag. This makes it useful for general spacing. However, only the initial whip lash deals damage, and opponents can crouch under it. The tip of the chain deals more damage, and can KO at around 120% at the edge of Final Destination. If the attack button is held, Richter will transition into the Whip Twirl, identical to his held neutral attack."
"2210","Richter","Up tilt","","10% (whip), 2% (close)","A quick whip twirl in a lasso-like fashion that covers above his head. The earliest hitbox starts slightly above Richter's face, and moves left and right once. Provides excellent coverage above Richter, granting it good pressuring capabilities against aerial opponents. It can also potentially chain into itself more than once at low percents. However, it has no grounded hitboxes beside him whatsoever, making it risky against grounded opponents. The move also has a very weak hitbox when the chain first comes out, though it has no typical use."
"2211","Richter","Down tilt","Sliding","5% (hit 1), 7% (hit 2), 3.5% (hit 2, late)","A slide kick based on his Slide and Jumping Slide abilities from Castlevania: Symphony of the Night. The first hit is incapable of KOing even at 999%, but if the button is pressed again, Richter does a jumping kick that carries his momentum, comboing from the first hit. The jump deals less damage late, and is capable of jumping off platforms and edges. The first hit allows Richter to slide under projectiles or high hitboxes. The second hit can KO beginning at 140% from the edge of Final Destination."
"2212","Richter","Dash attack","","1.7% (hits 1-5), 3.5% (end)","A dashing attack while twirling the Vampire Killer beside himself. Based on his Blade Dash from Symphony of the Night. The dash covers half of Final Destination. Capable of destroying weak projectiles, but extremely damaged opponents may be knocked out before the final hit. The move is also one of the few attacks that can still cross-up in Ultimate."
"2213","Richter","Forward smash","","18% (spiked ball), 16% (chain), 14% (chain, close)","Rears back before performing a long-ranged whip crack while taking a step forward. Can be angled. Has tremendous reach, being the longest non-projectile forward smash in the game (outperforming Corrin, Mii Gunner, and Shulk). Deals the most damage at the tip of the chain, and less when up close. The sweetspot can KO as early as 57% from the edge of Final Destination, is safe on shield due to its sheer distance, and deals respectable damage to shields. The rest of the move is punishable on shield, and opponents can crouch under the chain. If angled down, the sweetspot can hit ledge hanging opponents."
"2214","Richter","Up smash","","16% (spiked ball), 14% (chain)","A vertical whip crack. It has immense vertical range, but its hitbox is incapable of hitting anyone directly beside Richter or the chain. Due to its high ending lag, this makes the move suited solely for aerial targets. While hard to hit, the sweetspot can KO as early as 67% on Final Destination. It can combo from up throw at 0-30%, though opponents can DI away from this."
